tmdb_id,imdb_id,tmdb_genres,imdb_genres,binary_tmdb,binary_imdb,tmdb_plot,imdb_plot,popularity,release_date,title,vote_average,vote_count
103,tt0075314,"[80, 18]","[80, 18]",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process","Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew.::Huggo",24.806562,1976-02-07,Taxi Driver,8.1,3426
28,tt0078788,"[18, 10752]","[18, 10752]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1],"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory","It is the height of the war in Vietnam, and U.S. Army Captain Willard is sent by Colonel Lucas and a General to carry out a mission that, officially, 'does not exist - nor will it ever exist'. The mission: To seek out a mysterious Green Beret Colonel, Walter Kurtz, whose army has crossed the border into Cambodia and is conducting hit-and-run missions against the Viet Cong and NVA. The army believes Kurtz has gone completely insane and Willard's job is to eliminate him! Willard, sent up the Nung River on a U.S. Navy patrol boat, discovers that his target is one of the most decorated officers in the U.S. Army. His crew meets up with surfer-type Lt-Colonel Kilgore, head of a U.S Army helicopter cavalry group which eliminates a Viet Cong outpost to provide an entry point into the Nung River. After some hair-raising encounters, in which some of his crew are killed, Willard, Lance and Chef reach Colonel Kurtz's outpost, beyond the Do Lung Bridge. Now, after becoming prisoners of Kurtz, will Willard & the others be able to fulfill their mission?::Derek O'Cain",24.14229,1979-08-15,Apocalypse Now,8.1,2694
1585,tt0038650,"[18, 10751, 14]","[18, 10751, 14]",[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin","George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money and hides it from Billy. When the bank examiner discovers the shortage later that night, George realizes that he will be held responsible and sent to jail and the company will collapse, finally allowing Potter to take over the town. Thinking of his wife, their young children, and others he loves will be better off with him dead, he contemplates suicide. But the prayers of his loved ones result in a gentle angel named Clarence coming to earth to help George, with the promise of earning his wings. He shows George what things would have been like if he had never been born.::alfiehitchie",26.251717,1946-12-20,It's a Wonderful Life,8.1,1406
15,tt0033467,"[9648, 18]","[18, 9648]",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event","A group of reporters are trying to decipher the last word ever spoken by Charles Foster Kane, the millionaire newspaper tycoon: ""Rosebud"". The film begins with a news reel detailing Kane's life for the masses, and then from there, we are shown flashbacks from Kane's life. As the reporters investigate further, the viewers see a display of a fascinating man's rise to fame, and how he eventually fell off the top of the world.::Zack H",25.239320000000003,1941-04-30,Citizen Kane,8.1,1579
284,tt0053604,"[35, 18, 10749]","[35, 18, 10749]",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0],[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0],"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve","As of November 1, 1959, mild mannered C.C. Baxter has been working at Consolidated Life, an insurance company, for close to four years, and is one of close to thirty-two thousand employees located in their Manhattan head office. To distinguish himself from all the other lowly cogs in the company in the hopes of moving up the corporate ladder, he often works late, but only because he can't get into his apartment, located off of Central Park West, since he has provided it to a handful of company executives - Mssrs. Dobisch, Kirkeby, Vanderhoff and Eichelberger - on a rotating basis for their extramarital liaisons in return for a good word to the personnel director, Jeff D. Sheldrake. When Baxter is called into Sheldrake's office for the first time, he learns that it isn't just to be promoted as he expects, but also to add married Sheldrake to the list to who he will lend his apartment. What Baxter is unaware of is that Sheldrake's mistress is Fran Kubelik, an elevator girl in the building who Baxter himself fancies. In turn, Sheldrake has no idea of Baxter's own interest in Fran. And Fran, who is in love with Sheldrake, has no idea that she is only the latest in a long line of Sheldrake's mistresses, that Sheldrake has no intention of leaving his wife for her, and that the apartment belongs to Baxter, who she likes as a friend. As some of these facts come to light on Christmas Eve, one of the three makes a unilateral decision. That decision sets off a series of events over the course of the next week which makes each of the three examine what he/she really wants which in turn may be incompatible with the other two. They are helped along the way by Dobisch, Kirkeby, Vanderhoff and Eichelberger who are now feeling neglected as Baxter no longer needs their assistance in moving up, by Miss Olsen, Sheldrake's long serving secretary who was also once his mistress, and by Dr. Dreyfus, a physician and one of Baxter's many exasperated neighbors who believes Baxter is a playboy based on all the noise he hears in Baxter's apartment and the plethora of empty liquor bottles Baxter seems to be always discarding.::Huggo",10.030196,1960-06-15,The Apartment,8.1,627
334543,tt3741834,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family","In 1986, Saroo was a five-year-old child in India of a poor but happy rural family. On a trip with his brother, Saroo soon finds himself alone and trapped in a moving decommissioned passenger train that takes him to Calcutta, 1500 miles away from home. Now totally lost in an alien urban environment and too young to identify either himself or his home to the authorities, Saroo struggles to survive as a street child until he is sent to an orphanage. Soon, Saroo is selected to be adopted by the Brierley family in Tasmania, where he grows up in a loving, prosperous home. However, for all his material good fortune, Saroo finds himself plagued by his memories of his lost family in his adulthood and tries to search for them even as his guilt drives him to hide this quest from his adoptive parents and his girlfriend. Only when he has an epiphany does he realize not only the answers he needs, but also the steadfast love that he has always had with all his loved ones in both worlds.::Kenneth Chisholm (kchishol@rogers.com",17.167371,2016-11-24,Lion,8.1,2399
92060,tt0088263,"[27, 10402]","[27, 10402]",[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0],A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloody-thirsty zombies,"Michael Jackson and his date are watching a movie. They leave, and take a shortcut through the graveyard on the way home. Michael turns into a werepanther-type creature, and then later a zombie, as he gets down and funky in a tremendous dance scene to the tune of his song ""Thriller.""::Afterburner ",5.812258,1983-11-14,Michael Jackson's Thriller,8.1,130
110416,tt1865505,"[10751, 16, 14]","[16, 12, 18, 10751, 14]",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival","Saoirse is a child who is the last of the selkies, women in Irish and Scottish legends who transform from seals into people. She escapes from her grandmother's home to journey to the sea and free fairy creatures trapped in the modern world.::Anonymous",9.762842,2014-09-06,Song of the Sea,8.1,503
185,tt0066921,"[878, 18]","[80, 18, 878]",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0],"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets","Protagonist Alex DeLarge is an ""ultraviolent"" youth in futuristic Britain. As with all luck, his eventually runs out and he's arrested and convicted of murder and rape. While in prison, Alex learns of an experimental program in which convicts are programmed to detest violence. If he goes through the program, his sentence will be reduced and he will be back on the streets sooner than expected. But Alex's ordeals are far from over once he hits the mean streets of Britain that he had a hand in creating.::Nikki Carlyle",24.101313,1971-12-18,A Clockwork Orange,8.1,4478
8587,tt0110357,"[10751, 16, 18]","[16, 12, 18, 10751, 10402]",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0],A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?::femaledragon1234",40.974733,1994-06-23,The Lion King,8.1,7007
239,tt0053291,"[35, 10749]","[35, 10749]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor","When two Chicago musicians, Joe and Jerry, witness the the St. Valentine's Day massacre, they want to get out of town and get away from the gangster responsible, Spats Colombo. They're desperate to get a gig out of town but the only job they know of is in an all-girl band heading to Florida. They show up at the train station as Josephine and Daphne, the replacement saxophone and bass players. They certainly enjoy being around the girls, especially Sugar Kane Kowalczyk who sings and plays the ukulele. Joe in particular sets out to woo her while Jerry/Daphne is wooed by a millionaire, Osgood Fielding III. Mayhem ensues as the two men try to keep their true identities hidden and Spats Colombo and his crew show up for a meeting with several other crime lords.::garykmcd",25.083203,1959-03-18,Some Like It Hot,8.1,1058
935,tt0057012,"[18, 35, 10752]","[35, 10752]",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike","Paranoid Brigadier General Jack D. Ripper of Burpelson Air Force Base, believing that fluoridation of the American water supply is a Soviet plot to poison the U.S. populace, is able to deploy through a back door mechanism a nuclear attack on the Soviet Union without the knowledge of his superiors, including the Chair of the Joint Chiefs of Staff, General Buck Turgidson, and President Merkin Muffley. Only Ripper knows the code to recall the B-52 bombers and he has shut down communication in and out of Burpelson as a measure to protect this attack. Ripper's executive officer, RAF Group Captain Lionel Mandrake (on exchange from Britain), who is being held at Burpelson by Ripper, believes he knows the recall codes if he can only get a message to the outside world. Meanwhile at the Pentagon War Room, key persons including Muffley, Turgidson and nuclear scientist and adviser, a former Nazi named Dr. Strangelove, are discussing measures to stop the attack or mitigate its blow-up into an all out nuclear war with the Soviets. Against Turgidson's wishes, Muffley brings Soviet Ambassador Alexi de Sadesky into the War Room, and get his boss, Soviet Premier Dimitri Kisov, on the hot line to inform him of what's going on. The Americans in the War Room are dismayed to learn that the Soviets have an as yet unannounced Doomsday Device to detonate if any of their key targets are hit. As Ripper, Mandrake and those in the War Room try and work the situation to their end goal, Major T.J. ""King"" Kong, one of the B-52 bomber pilots, is working on his own agenda of deploying his bomb where ever he can on enemy soil if he can't make it to his intended target.::Huggo",18.835424,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1878
961,tt0017925,"[28, 12, 35, 18]","[28, 12, 35, 18, 10752, 37]",[1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1],"During America’s Civil War Union spies steal engineer Johnnie Gray's beloved locomotive The General - his lady love, Annabelle Lee, aboard an attached boxcar - and he single-handedly must do all in his power to both get The General back and to rescue Annabelle. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events","Johnnie loves his train (""The General"") and Annabelle Lee. When the Civil War begins he is turned down for service because he's more valuable as an engineer. Annabelle thinks it's because he's a coward. Union spies capture The General with Annabelle on board. Johnnie must rescue both his loves.::Ed Stephan ",6.306225,1926-12-31,The General,8.0,304
316029,tt1485796,"[18, 10402]","[18, 10402, 10749]",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0],"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus","Orphaned, penniless but ambitious and with a mind crammed with imagination and fresh ideas, the American Phineas Taylor Barnum will always be remembered as the man with the gift to effortlessly blur the line between reality and fiction. Thirsty for innovation and hungry for success, the son of a tailor will manage to open a wax museum but will soon shift focus to the unique and peculiar, introducing extraordinary, never-seen-before live acts on the circus stage. Some will call Barnum's wide collection of oddities, a freak show; however, when the obsessed showman gambles everything on the opera singer Jenny Lind to appeal to a high-brow audience, he will somehow lose sight of the most important aspect of his life: his family. Will Barnum risk it all to be accepted?::Nick Riganas",63.70259,2017-12-20,The Greatest Showman,8.0,1599
705,tt0042192,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit","Eve (Anne Baxter) is waiting backstage to meet her idol, aging Broadway star Margo Channing (Bette Davis). It seems innocent enough as Eve explains that she has seen Margo in EVERY performance of her current play. Only playwright/critic DeWitt (George Sanders) sees through Eve's evil plan, which is to take her parts and her fiancé, Bill Simpson (Gary Merrill). When the fiancé shows no interest, she tries for playwright Lloyd Richards (Hugh Marlowe), but DeWitt stops her. After she accepts her award, she decides to skip the after-party and goes to her room, where a young woman named Phoebe has sneaked into her room and fallen asleep. This is where the ""Circle of Life"" now comes to fruition as Eve will get played like she played Margo",7.000371,1950-11-09,All About Eve,8.0,473
1124,tt0482571,"[18, 9648, 53]","[18, 9648, 878, 53]",[0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0],"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences","In the end of the Nineteenth Century, in London, Robert Angier, his beloved wife Julia McCullough and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences.::Claudio Carvalho, Rio de Janeiro, Brazil",30.976179,2006-10-19,The Prestige,8.0,5647
205596,tt2084970,"[36, 18, 53, 10752]","[18, 36, 53, 10752]",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1],"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.::Studio Canal",49.508483,2014-11-14,The Imitation Game,8.0,7325
10242,tt0056687,"[18, 27, 53]","[18, 27, 53]",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0],[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0],"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge","In a tale that almost redefines sibling rivalry, faded actresses Blanche and 'Baby' Jane Hudson live together. Jane was by far the most famous when she performed with their father in vaudeville but as they got older, it was Blanche who became the finer actress, which Jane still resents. Blanche is now confined to a wheelchair and Jane is firmly in control. As time goes by, Jane exercises greater and greater control over her sister, intercepting her letters and ensuring that few if anyone from the outside has any contact with her. As Jane slowly loses her mind, she torments her sister going to ever greater extremes.::garykmcd",7.190807,1962-10-31,What Ever Happened to Baby Jane?,8.0,281
111,tt0086250,"[28, 80, 18, 53]","[80, 18]",[0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall","Tony Montana manages to leave Cuba during the Mariel exodus of 1980. He finds himself in a Florida refugee camp but his friend Manny has a way out for them: undertake a contract killing and arrangements will be made to get a green card. He's soon working for drug dealer Frank Lopez and shows his mettle when a deal with Colombian drug dealers goes bad. He also brings a new level of violence to Miami. Tony is protective of his younger sister but his mother knows what he does for a living and disowns him. Tony is impatient and wants it all however, including Frank's empire and his mistress Elvira Hancock. Once at the top however, Tony's outrageous actions make him a target and everything comes crumbling down.::garykmcd",26.142301999999997,1983-12-08,Scarface,8.0,3786
996,tt0036775,"[80, 18, 9648, 53]","[80, 18, 9648, 53]",[0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0],"A rich woman [Barbara Stanwyck] and a calculating insurance agent [Fred MacMurray] plot to kill her unsuspecting husband after he signs a double indemnity policy.  Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays  double if the death is accidental.  Directed by Billy Wilder from a screenplay he wrote with Raymond Chandler, and from the novel by James M. Cain","In 1938, Walter Neff, an experienced salesman of the Pacific All Risk Insurance Co., meets the seductive wife of one of his clients, Phyllis Dietrichson, and they have an affair. Phyllis proposes to kill her husband to receive the proceeds of an accident insurance policy and Walter devises a scheme to receive twice the amount based on a double indemnity clause. When Mr. Dietrichson is found dead on a train track, the police accept the determination of accidental death. However, the insurance analyst and Walter's best friend Barton Keyes does not buy the story and suspects that Phyllis has murdered her husband with the help of another man.::Claudio Carvalho, Rio de Janeiro, Brazil",11.373146,1944-04-24,Double Indemnity,8.0,523
140420,tt2388725,"[16, 10751, 10749]","[16, 35, 10751, 10749]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0],An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected,"An animated short that follows the story of a lonely young man in mid-century New York City, whose destiny takes an unexpected turn after a chance meeting with a beautiful woman on his morning commute. Convinced the girl of his dreams is gone forever, he gets a second chance when he spots her in a skyscraper window across the avenue from his office. With only his heart, imagination and a stack of papers to get her attention, his efforts are no match for what the fates have in store for him.::Walt Disney Animation Studios",8.105947,2012-11-02,Paperman,8.0,866
1422,tt0407887,"[18, 53, 80]","[80, 18, 53]",[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them","In South Boston, the state police force is waging war on Irish-American organized crime. Young undercover cop Billy Costigan is assigned to infiltrate the mob syndicate run by gangland chief Frank Costello. While Billy quickly gains Costello's confidence, Colin Sullivan, a hardened young criminal who has infiltrated the state police as an informer for the syndicate is rising to a position of power in the Special Investigation Unit. Each man becomes deeply consumed by their double lives, gathering information about the plans and counter-plans of the operations they have penetrated. But when it becomes clear to both the mob and the police that there is a mole in their midst, Billy and Colin are suddenly in danger of being caught and exposed to the enemy - and each must race to uncover the identity of the other man in time to save themselves. But is either willing to turn on their friends and comrades they've made during their long stints undercover?::Anonymous",29.059062,2006-10-05,The Departed,8.0,5491
317182,tt4050552,"[878, 12, 18, 14]","[12, 18, 10751, 9648, 878]",[1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0],"The Doctor and Clara face their Last Christmas. Trapped on an Arctic base, under attack from terrifying creatures, who are you going to call? Santa Claus","The Doctor and Clara face their Last Christmas. Trapped on an Arctic base, under attack from terrifying creatures, who are you going to call? Santa Claus",5.5099290000000005,2014-12-25,Doctor Who: Last Christmas,8.0,110
654,tt0047296,"[80, 18]","[80, 18, 53]",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers","Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.::Colin Tinto ",11.246261,1954-06-22,On the Waterfront,8.0,464
595,tt0056592,"[80, 18]","[80, 18]",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping","Small-town Alabama, 1932. Atticus Finch (played by Gregory Peck) is a lawyer and a widower. He has two young children, Jem and Scout. Atticus Finch is currently defending Tom Robinson, a black man accused of raping a white woman. Meanwhile, Jem and Scout are intrigued by their neighbours, the Radleys, and the mysterious, seldom-seen Boo Radley in particular.::grantss",20.219154999999997,1962-12-25,To Kill a Mockingbird,8.0,887
600,tt0093058,"[18, 10752]","[18, 10752]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1],A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue,"A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive.::Scott Renshaw ",28.694361999999998,1987-06-26,Full Metal Jacket,8.0,3375
303867,tt4171032,"[16, 35, 878]","[16, 35, 18, 878]",[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],[0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0],A little girl is taken on a mind-bending tour of her distant future,A little girl is taken on a mind-bending tour of her distant future,6.505658,2015-01-22,World of Tomorrow,8.0,122
10098,tt0012349,"[35, 18]","[35, 18, 10751]",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0],"Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy","The opening title reads: ""A comedy with a smile--and perhaps a tear"". As she leaves the charity hospital and passes a church wedding, Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion.::Ed Stephan ",7.72014,1921-01-21,The Kid,8.0,521
369557,tt3544112,"[35, 10749, 18, 10402]","[35, 18, 10402, 10749]",[0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0],[0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0],A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes,"This is the beginning of the eighties and everybody is moving to the beat of Pop music, as the brand-new concept of the music video appears on television for the first time. However, in Dublin, Conor, a teenager with a sensitive heart, is trying to deal with a tense family relationship, reconnect with his older brother while dealing with the hostile environment in his new public school. And then one day, he sees her. Tall, with long chestnut hair, a buttery complexion and big, dark eyes; an enigmatically beautiful girl standing in front of his school's gate, indolently observing people passing by. But who is she and how could a boy ever get noticed by such a distant girl? That's easy. He would form a band. Surprisingly, with every lyric Conor writes, the gap narrows and with every song he plays, her heart fills with affection. In the end, before a sea of opportunities lying ahead of them, what will the future hold for a brave love like this?::Nick Riganas",8.230734,2016-03-11,Sing Street,8.0,843
